# Program:featureCounts v2.0.6; Command:"./bin/featureCounts" "-a" "PlasmoDB-65_Pfalciparum3D7.gff" "-o" "test3" "-p" "-B" "-C" "/depot/heqixin/data/Pf_282samples_bam_BQSR/Sample5027250_recal_realn.bam" 
Geneid	Chr	Start	End	Strand	Length	/depot/heqixin/data/Pf_282samples_bam_BQSR/Sample5027250_recal_realn.bam
PF3D7_1028300	Pf3D7_10_v3	1167709	1169301	-	1593	3055
PF3D7_1028400	Pf3D7_10_v3	1169547	1171684	+	2138	6825
PF3D7_1028500	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1171988;1174761;1174967	1174535;1174839;1175373	-;-;-	3034	15894
PF3D7_1028600	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1176028;1176716;1177046;1177683	1176536;1176901;1177132;1177887	-;-;-;-	987	2679
PF3D7_1028700	Pf3D7_10_v3	1179469	1183381	+	3913	9374
PF3D7_1028800	Pf3D7_10_v3;Pf3D7_10_v3	1183033;1183747	1183591;1184346	-;-	1159	1725
PF3D7_1028900	Pf3D7_10_v3;Pf3D7_10_v3	1184559;1185824	1185714;1186461	-;-	1794	7348
PF3D7_1029000	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1187503;1187711;1188152;1188410;1188476;1188767;1188887;1189358	1187709;1188149;1188407;1188473;1188765;1188884;1189356;1189589	-;-;-;-;-;-;-;-	2076	5708
PF3D7_1029100	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1189990;1190426;1194580;1194580;1194764;1194770;1194930;1194930	1194427;1194427;1194630;1194630;1194814;1194814;1195098;1195016	+;+;+;+;+;+;+;+	4709	15113
PF3D7_1029200	Pf3D7_10_v3	1195142	1197783	+	2642	3526
PF3D7_1029300	Pf3D7_10_v3	1197379	1200268	-	2890	22289
PF3D7_1029400	Pf3D7_10_v3	1200735	1203235	-	2501	7996
PF3D7_1029500	Pf3D7_10_v3	1204346	1204762	-	417	888
PF3D7_1029600	Pf3D7_10_v3	1204815	1207912	+	3098	12540
PF3D7_1029700	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1208198;1210471;1210849	1210213;1210719;1210914	-;-;-	2331	15985
PF3D7_1029800	Pf3D7_10_v3;Pf3D7_10_v3	1211524;1213133	1212972;1213888	-;-	2205	15725
PF3D7_1029900	Pf3D7_10_v3	1216830	1222661	+	5832	30730
PF3D7_1030000	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1223136;1223527;1223720;1223937	1223390;1223581;1223819;1224517	+;+;+;+	991	458
PF3D7_1030100	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1223717;1226121;1226680;1226846	1225958;1226249;1226736;1229643	-;-;-;-	5226	44500
PF3D7_1030200	Pf3D7_10_v3	1229987	1233020	-	3034	17766
PF3D7_1030300	Pf3D7_10_v3	1233044	1238180	-	5137	18153
PF3D7_1030400	Pf3D7_10_v3;Pf3D7_10_v3	1241767;1242857	1242482;1242977	-;-	837	5725
PF3D7_1030500	Pf3D7_10_v3	1243547	1245815	+	2269	3555
PF3D7_1030600	Pf3D7_10_v3	1245421	1247811	-	2391	10282
PF3D7_1030700	Pf3D7_10_v3	1248115	1249462	+	1348	4431
PF3D7_1030800	Pf3D7_10_v3	1249480	1250925	+	1446	2401
PF3D7_1030900	Pf3D7_10_v3	1251151	1251807	-	657	6798
PF3D7_1031000	Pf3D7_10_v3	1253373	1254412	-	1040	8737
PF3D7_1031100	Pf3D7_10_v3;Pf3D7_10_v3	1254553;1255456	1255266;1256102	-;-	1361	2246
PF3D7_1031200	Pf3D7_10_v3	1256560	1258903	+	2344	11742
PF3D7_1031300	Pf3D7_10_v3	1259098	1263892	+	4795	11699
PF3D7_1031400	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1263906;1265079;1265300;1265300;1265429;1265429;1265714;1265714;1265911;1265911;1266066;1266066;1266275;1266275;1266539;1266539	1265141;1265162;1265347;1265347;1265569;1265569;1265793;1265793;1265974;1265974;1266161;1266161;1266352;1266352;1268785;1269524	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4750	7722
PF3D7_1031500	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1269537;1272270;1272662;1272896;1273416;1273845	1272116;1272558;1272733;1273225;1273589;1274166	+;+;+;+;+;+	3767	9355
PF3D7_1031600	Pf3D7_10_v3	1274939	1280545	+	5607	13661
PF3D7_1031700	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1280547;1281555;1281778;1281962	1281435;1281647;1281823;1282279	+;+;+;+	1346	1908
PF3D7_1031800	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1282058;1283421;1283931	1283285;1283690;1284276	-;-;-	1844	5853
PF3D7_1031900	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1284588;1285074;1286198;1286651;1287218	1284827;1286095;1286393;1286925;1287287	-;-;-;-;-	1803	10108
PF3D7_1032000	Pf3D7_10_v3;Pf3D7_10_v3	1287320;1287944	1287823;1290508	-;-	3069	14821
PF3D7_1032100	Pf3D7_10_v3	1292394	1298406	+	6013	17748
PF3D7_1032200	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1298327;1298520;1298726;1298865;1299007	1298354;1298633;1298781;1298921;1299141	-;-;-;-;-	390	1391
PF3D7_1032300	Pf3D7_10_v3	1299692	1302667	+	2976	8433
PF3D7_1032400	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1302298;1302808;1302964;1303183;1303431;1304304;1304710	1302660;1302877;1303051;1303224;1304180;1304500;1305315	-;-;-;-;-;-;-	2116	11129
PF3D7_1032500	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1305485;1306820;1307175	1306446;1307047;1308052	-;-;-	2068	6229
PF3D7_1032600	Pf3D7_10_v3	1308244	1310077	+	1834	3743
PF3D7_1032700	Pf3D7_10_v3	1310085	1313049	-	2965	30035
PF3D7_1032800	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1313214;1314053;1314270;1314602	1313833;1314152;1314400;1315135	-;-;-;-	1385	3066
PF3D7_1032900	Pf3D7_10_v3	1315145	1321148	-	6004	25931
PF3D7_1033000	Pf3D7_10_v3	1321359	1323742	+	2384	8304
PF3D7_1033100	Pf3D7_10_v3	1323813	1331955	-	8143	44330
PF3D7_1033200	Pf3D7_10_v3	1333997	1336551	+	2555	8362
PF3D7_1033300	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1337559;1338384;1338631	1338242;1338445;1339195	-;-;-	1311	1449
PF3D7_1033400	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1339140;1339598;1339762	1339204;1339757;1341120	+;+;+	1584	6484
PF3D7_1033500	Pf3D7_10_v3	1341631	1344010	+	2380	7195
PF3D7_1033600	Pf3D7_10_v3	1344081	1347509	-	3429	26701
PF3D7_1033700	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1347681;1349326;1349625	1349138;1349430;1350687	+;+;+	2626	12182
PF3D7_1033800	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1351197;1351834;1351989;1352118;1352277;1352477;1352641;1352782	1351701;1351895;1352027;1352179;1352356;1352540;1352678;1353284	+;+;+;+;+;+;+;+	1353	7625
PF3D7_1033900	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1354427;1354819;1355049;1355335;1355522	1354602;1354947;1355216;1355414;1357118	-;-;-;-;-	2150	6208
PF3D7_1034000	Pf3D7_10_v3	1359257	1361309	-	2053	9939
PF3D7_1034100	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1362149;1362350;1362536;1362660;1362877	1362248;1362414;1362571;1362688;1363069	-;-;-;-;-	423	1784
PF3D7_1034200	Pf3D7_10_v3	1363474	1364118	+	645	5777
PF3D7_1034300	Pf3D7_10_v3	1365099	1366691	+	1593	7595
PF3D7_1034400	Pf3D7_10_v3	1366770	1369652	-	2883	26993
PF3D7_1034500	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1369717;1370899;1374950;1375135;1375298;1375530;1375698;1376000	1370770;1374814;1375036;1375187;1375400;1375586;1375845;1376708	+;+;+;+;+;+;+;+	6127	20454
PF3D7_1034600	Pf3D7_10_v3	1376452	1377978	-	1527	3223
PF3D7_1034700	Pf3D7_10_v3	1378257	1379876	+	1620	3901
PF3D7_1034800	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1379950;1380220;1380444;1380681;1380913;1381098;1381251;1381419;1381581;1381827;1382058;1382211	1380080;1380327;1380588;1380814;1381000;1381161;1381300;1381469;1381693;1381919;1382130;1382660	+;+;+;+;+;+;+;+;+;+;+;+	1500	3478
PF3D7_1034900	Pf3D7_10_v3	1383164	1386554	+	3391	16406
PF3D7_1035000	Pf3D7_10_v3	1386295	1390034	-	3740	16772
PF3D7_1035100	Pf3D7_10_v3	1391390	1393405	+	2016	10955
PF3D7_1035200	Pf3D7_10_v3	1393856	1397323	+	3468	1536
PF3D7_1035300	Pf3D7_10_v3	1398801	1403741	+	4941	44394
PF3D7_1035400	Pf3D7_10_v3	1403807	1406234	+	2428	6114
PF3D7_1035500	Pf3D7_10_v3	1406658	1409053	+	2396	5187
PF3D7_1035600	Pf3D7_10_v3	1409095	1410806	+	1712	11331
PF3D7_1035700	Pf3D7_10_v3	1412641	1416363	+	3723	14075
PF3D7_1035800	Pf3D7_10_v3	1419703	1423290	+	3588	68670
PF3D7_1035900	Pf3D7_10_v3	1423666	1425959	+	2294	39932
PF3D7_1036000	Pf3D7_10_v3	1426843	1429332	+	2490	9635
PF3D7_1036300	Pf3D7_10_v3	1432498	1434786	+	2289	10925
PF3D7_1036400	Pf3D7_10_v3	1436316	1439804	+	3489	505905
PF3D7_1036500	Pf3D7_10_v3	1440686	1443875	+	3190	11714
PF3D7_1036600	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1444154;1444758;1445185	1444550;1444965;1446062	+;+;+	1483	1983
PF3D7_1036700	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1445542;1446139;1446306;1446545;1446724;1446923;1447165;1447448	1445945;1446206;1446427;1446642;1446810;1446987;1447279;1447915	-;-;-;-;-;-;-;-	1427	3254
PF3D7_1036800	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1447919;1448906;1449089;1449300;1449549;1450652;1450992;1451183;1451484	1448742;1449009;1449146;1449386;1450488;1450836;1451076;1451282;1451772	-;-;-;-;-;-;-;-;-	2672	11703
PF3D7_1036900	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1452558;1452806;1453166	1452612;1452996;1460998	-;-;-	8079	40522
PF3D7_1037000	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1461927;1462633;1462864;1463116	1462446;1462731;1462909;1469867	+;+;+;+	7417	37408
PF3D7_1037100	Pf3D7_10_v3	1469672	1472655	-	2984	12250
PF3D7_1037200	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1473514;1473846;1474059;1474248;1474553;1474786;1474984;1475157;1475383;1475732;1476166;1476605	1473749;1473960;1474160;1474456;1474686;1474892;1475049;1475262;1475598;1476033;1476443;1476860	+;+;+;+;+;+;+;+;+;+;+;+	2127	8052
PF3D7_1037300	Pf3D7_10_v3	1476917	1480703	-	3787	9226
PF3D7_1037400	Pf3D7_10_v3	1481557	1486315	-	4759	8861
PF3D7_1037500	Pf3D7_10_v3	1487741	1490305	+	2565	14205
PF3D7_1037600	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1490767;1491734;1492631	1491556;1492503;1494398	+;+;+	3328	19374
PF3D7_1037700	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1495330;1496241;1496565	1496075;1496361;1496999	+;+;+	1302	1337
PF3D7_1037800	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1497096;1497335;1497516;1497700;1498004;1498416;1498711;1498882;1499168;1499430;1499700;1499886;1500040;1500757;1501172;1501389;1501791	1497194;1497370;1497608;1497791;1498305;1498549;1498794;1498955;1499314;1499597;1499760;1499954;1500558;1501041;1501267;1501599;1502155	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2835	13019
PF3D7_1037900	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1502362;1503406;1503704;1504173	1503122;1503516;1503823;1504802	-;-;-;-	1622	2148
PF3D7_1038000	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1504966;1505835;1506289;1506289;1506547;1506550;1506779;1506779	1505871;1505871;1506428;1506428;1506614;1506614;1506896;1507544	+;+;+;+;+;+;+;+	1880	1242
PF3D7_1038100	Pf3D7_10_v3	1507084	1510762	-	3679	17091
PF3D7_1038200	Pf3D7_10_v3;Pf3D7_10_v3	1511160;1511723	1511405;1512081	+;+	605	804
PF3D7_1038300	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1512190;1512473;1512713;1512974;1513208;1513482;1513931;1514159;1514375	1512280;1512585;1512829;1513093;1513312;1513814;1514029;1514239;1514416	-;-;-;-;-;-;-;-;-	1101	3884
PF3D7_1038400	Pf3D7_10_v3;Pf3D7_10_v3	1518290;1519347	1519233;1548390	+;+	29988	5105119
PF3D7_1038500	Pf3D7_10_v3;Pf3D7_10_v3	1547991;1549522	1549369;1550117	-;-	1975	4168
PF3D7_1038600	Pf3D7_10_v3;Pf3D7_10_v3	1551088;1552969	1552849;1553687	-;-	2481	8910
PF3D7_1038700	Pf3D7_10_v3;Pf3D7_10_v3	1553957;1555493	1555401;1555870	-;-	1823	6099
PF3D7_1038800	Pf3D7_10_v3;Pf3D7_10_v3	1556587;1558159	1558013;1561332	+;+	4601	14467
PF3D7_1038900	Pf3D7_10_v3	1561978	1564670	+	2693	6297
PF3D7_1039000	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1567784;1569060;1571735	1568909;1571519;1572695	+;+;+	4547	13503
PF3D7_1039100	Pf3D7_10_v3;Pf3D7_10_v3	1574060;1574437	1574248;1575948	+;+	1701	18094
PF3D7_1039200	Pf3D7_10_v3;Pf3D7_10_v3	1576441;1576887	1576788;1576991	-;-	453	3965
PF3D7_1039400	Pf3D7_10_v3	1587152	1588498	-	1347	44133
PF3D7_1039600	Pf3D7_10_v3	1590146	1590973	+	828	15561
PF3D7_1039700	Pf3D7_10_v3;Pf3D7_10_v3	1591578;1592299	1592204;1592367	-;-	696	12505
PF3D7_1039800	Pf3D7_10_v3;Pf3D7_10_v3	1594503;1595209	1595126;1595277	-;-	693	19976
PF3D7_1039900	Pf3D7_10_v3;Pf3D7_10_v3	1596487;1596748	1596555;1597605	+;+	927	24792
PF3D7_1040000	Pf3D7_10_v3;Pf3D7_10_v3	1599900;1600070	1599971;1601077	+;+	1080	38603
PF3D7_1040100	Pf3D7_10_v3;Pf3D7_10_v3	1602935;1603129	1603003;1603989	+;+	930	4910
PF3D7_1040200	Pf3D7_10_v3;Pf3D7_10_v3	1605876;1606105	1605998;1607228	+;+	1247	5411
PF3D7_1040300	Pf3D7_10_v3;Pf3D7_10_v3	1609063;1609355	1609131;1610422	+;+	1137	18769
PF3D7_1040400	Pf3D7_10_v3;Pf3D7_10_v3	1612530;1612758	1612598;1613735	+;+	1047	10140
PF3D7_1040500	Pf3D7_10_v3;Pf3D7_10_v3	1615804;1616072	1615857;1617070	+;+	1053	20692
PF3D7_1040600	Pf3D7_10_v3;Pf3D7_10_v3	1619086;1619333	1619154;1620244	+;+	981	7109
PF3D7_1040700	Pf3D7_10_v3;Pf3D7_10_v3	1622368;1622620	1622421;1623684	+;+	1119	7411
PF3D7_1040800	Pf3D7_10_v3;Pf3D7_10_v3	1625772;1625991	1625825;1626824	+;+	888	5197
PF3D7_1040900	Pf3D7_10_v3;Pf3D7_10_v3	1628914;1629157	1628982;1630023	+;+	936	15194
PF3D7_1041000	Pf3D7_10_v3;Pf3D7_10_v3	1632398;1632607	1632451;1633665	+;+	1113	23798
PF3D7_1041100	Pf3D7_10_v3;Pf3D7_10_v3	1635596;1635829	1635649;1636779	+;+	1005	11196
PF3D7_1041200	Pf3D7_10_v3;Pf3D7_10_v3	1639171;1639457	1639224;1640518	+;+	1116	36843
PF3D7_1041300	Pf3D7_10_v3;Pf3D7_10_v3	1642401;1644600	1643636;1649948	-;-	6585	253740
PF3D7_1100100	Pf3D7_11_v3;Pf3D7_11_v3	24160;30363	29472;31598	+;+	6549	219059
PF3D7_1100200	Pf3D7_11_v3;Pf3D7_11_v3	32666;34671	33934;42386	-;-	8985	119889
PF3D7_1100300	Pf3D7_11_v3;Pf3D7_11_v3	45056;45265	45109;46233	+;+	1023	52518
PF3D7_1100400	Pf3D7_11_v3;Pf3D7_11_v3	48112;48390	48165;49307	+;+	972	6446
PF3D7_1100500	Pf3D7_11_v3;Pf3D7_11_v3	51623;52683	52537;52751	-;-	984	12549
PF3D7_1100600	Pf3D7_11_v3;Pf3D7_11_v3	54423;55252	55148;55371	-;-	846	1496
PF3D7_1100700	Pf3D7_11_v3;Pf3D7_11_v3	56792;57046	56860;57840	+;+	864	1246
PF3D7_1100800	Pf3D7_11_v3;Pf3D7_11_v3	59294;59702	59618;60395	+;+	1019	3289
PF3D7_1100900	Pf3D7_11_v3;Pf3D7_11_v3	60928;61395	61392;61769	-;-	840	15675
PF3D7_1101000	Pf3D7_11_v3	64441	64842	+	402	30007
PF3D7_1101100	Pf3D7_11_v3;Pf3D7_11_v3	66686;67912	67681;67965	-;-	1050	43126
PF3D7_1101200	Pf3D7_11_v3;Pf3D7_11_v3	70081;71221	71082;71289	-;-	1071	9405
PF3D7_1101300	Pf3D7_11_v3;Pf3D7_11_v3	73244;74374	74167;74442	-;-	993	4844
PF3D7_1101400	Pf3D7_11_v3;Pf3D7_11_v3	76820;77929	77830;78000	-;-	1083	21594
PF3D7_1101500	Pf3D7_11_v3;Pf3D7_11_v3	80306;81356	81163;81424	-;-	927	9467
PF3D7_1101600	Pf3D7_11_v3;Pf3D7_11_v3	82633;82792	82701;83415	+;+	693	19959
PF3D7_1101700	Pf3D7_11_v3;Pf3D7_11_v3	85629;85792	85697;86418	+;+	696	12655
PF3D7_1101800	Pf3D7_11_v3	87041	87889	-	849	22581
PF3D7_1101900	Pf3D7_11_v3	90446	90874	+	429	9381
PF3D7_1102100	Pf3D7_11_v3;Pf3D7_11_v3	104300;104505	104404;104852	+;+	453	2960
PF3D7_1102200	Pf3D7_11_v3;Pf3D7_11_v3	105357;107047	106868;107235	-;-	1701	18244
PF3D7_1102300	Pf3D7_11_v3;Pf3D7_11_v3	109829;111349	111193;111884	-;-	1901	30165
PF3D7_1102400	Pf3D7_11_v3	114236	118021	-	3786	7882
PF3D7_1102500	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	118504;121345;122297	121124;121669;122768	-;-;-	3418	13609
PF3D7_1102600	Pf3D7_11_v3;Pf3D7_11_v3	123216;124533	124429;124749	-;-	1431	3807
PF3D7_1102700	Pf3D7_11_v3	127762	130186	+	2425	1843
PF3D7_1102800	Pf3D7_11_v3	129265	132824	-	3560	5364
PF3D7_1102900	Pf3D7_11_v3;Pf3D7_11_v3	136578;136944	136809;137625	+;+	914	2009
PF3D7_1103000	Pf3D7_11_v3;Pf3D7_11_v3	138646;138948	138834;139034	+;+	276	640
PF3D7_1103100	Pf3D7_11_v3;Pf3D7_11_v3	139700;140602	140204;141251	-;-	1155	2833
PF3D7_1103200	Pf3D7_11_v3	143353	143425	+	73	456
PF3D7_1103300	Pf3D7_11_v3	144841	144939	-	99	276
PF3D7_1103400	Pf3D7_11_v3	145836	151037	+	5202	53611
PF3D7_1103500	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	151196;151932;152160;152375;152533;152643;152824;152986;153200;153418;153746;153895;154020	151738;152035;152189;152402;152543;152688;152854;153088;153285;153633;153770;153923;154519	-;-;-;-;-;-;-;-;-;-;-;-;-	1752	17181
PF3D7_1103600	Pf3D7_11_v3	156062	158420	+	2359	8550
PF3D7_1103700	Pf3D7_11_v3	159527	161502	+	1976	4472
PF3D7_1103800	Pf3D7_11_v3	162259	174387	+	12129	54623
PF3D7_1103900	Pf3D7_11_v3	175047	175501	+	455	24
PF3D7_1104000	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	175085;175800;176080	175660;175919;178257	-;-;-	2874	11586
PF3D7_1104100	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	178821;180351;180810;180997	180231;180450;180850;181341	-;-;-;-	1897	3564
PF3D7_1104200	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	182007;182588;182840;183178;183429	182424;182707;183079;183261;187692	-;-;-;-;-	5126	36207
PF3D7_1104300	Pf3D7_11_v3;Pf3D7_11_v3	190492;194261	194127;195121	-;-	4497	24895
PF3D7_1104400	Pf3D7_11_v3;Pf3D7_11_v3	196227;198070	197755;198859	+;+	2319	8817
PF3D7_1104500	Pf3D7_11_v3	199103	201037	-	1935	10134
PF3D7_1104600	Pf3D7_11_v3	202330	204261	+	1932	18848
PF3D7_1104700	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	204272;204593;204733;204733;204853;204853;205101;205101;205279;205279;205684;205684	204640;204640;204782;204782;204950;204956;205164;205164;205462;205462;205928;205794	-;-;-;-;-;-;-;-;-;-;-;-	1016	3078
PF3D7_1104800	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	206335;207144;207978;208433;208661;208863;209057;209261;209446;209659	206888;207851;208310;208546;208730;208925;209133;209320;209496;210051	+;+;+;+;+;+;+;+;+;+	2423	7263
PF3D7_1104900	Pf3D7_11_v3	212772	220288	+	7517	20063
PF3D7_1105000	Pf3D7_11_v3	219926	223878	-	3953	5734
PF3D7_1105100	Pf3D7_11_v3	225227	226943	+	1717	3344
PF3D7_1105200	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	228159;228291;228475;228651;228856;229156;229324;229564;229769;229930;230118;230634	228194;228352;228551;228768;228937;229202;229373;229622;229849;229994;230451;231014	-;-;-;-;-;-;-;-;-;-;-;-	1392	6836
PF3D7_1105300	Pf3D7_11_v3;Pf3D7_11_v3	231469;232125	231925;234881	-;-	3214	9101
PF3D7_1105400	Pf3D7_11_v3;Pf3D7_11_v3	235266;237095	236379;238856	-;-	2876	11532
PF3D7_1105500	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	239262;240111;240465	240008;240155;241179	+;+;+	1507	1897
PF3D7_1105600	Pf3D7_11_v3	240616	245317	-	4702	16758
PF3D7_1105700	Pf3D7_11_v3;Pf3D7_11_v3	246768;247446	247340;249431	+;+	2559	13837
PF3D7_1105800	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	250276;250836;251119;251400;251656;251897;252097;252381;252622;252830	250635;250948;251264;251509;251771;251939;252248;252481;252680;253352	+;+;+;+;+;+;+;+;+;+	1723	3018
PF3D7_1105900	Pf3D7_11_v3	254523	254921	+	399	2763
PF3D7_1106000	Pf3D7_11_v3	255011	257735	-	2725	15978
PF3D7_1106100	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	258508;258963;259378;259703	258869;259258;259521;259998	+;+;+;+	1098	2473
PF3D7_1106200	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	260554;263045;263271	262779;263116;263407	+;+;+	2435	3592
PF3D7_1106300	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	262911;263778;263989;264187;264389;264626;265914	263634;263885;264060;264266;264464;265803;266839	-;-;-;-;-;-;-	3164	20817
